2,0,0.0,1674323025
5,0,1.0,1674323600
6040,0,1.0,1674324164
6040,1,1.0,1674324228
6040,5,1.0,1674324237
6040,8,1.0,1674324261
6040,9,1.0,1674324278
6040,0,1.0,1674324693
6040,1,1.0,1674324699
6040,9,1.0,1674324714
6040,12,1.0,1674324723
6040,13,1.0,1674324730
6040,0,1.0,1674325257
6040,1,1.0,1674325265
6040,13,1.0,1674325285
6040,9,1.0,1674325294
6040,7,1.0,1674325302
6040,0,1.0,1674325525
6040,1,1.0,1674325529
6040,9,1.0,1674325535
6040,13,1.0,1674325541
6040,17,1.0,1674325546
6040,0,1.0,1674325666
6040,1,1.0,1674325673
6040,9,1.0,1674325699
6040,13,1.0,1674325704
6040,12,1.0,1674325712
6040,0,1.0,1674325759
6040,1,1.0,1674325766
6040,12,1.0,1674325769
6040,13,1.0,1674325773
6040,9,1.0,1674325779
6040,0,1.0,1674326589
6040,12,1.0,1674326600
6040,13,1.0,1674326606
6040,15,1.0,1674326613
6040,6,1.0,1674326619
6040,0,1.0,1674326719
6040,0,1.0,1674326739
6040,0,1.0,1674326743
6040,0,1.0,1674326748
6040,0,1.0,1674326753
6040,0,1.0,1674326840
6040,0,1.0,1674326841
6040,0,1.0,1674326842
6040,0,1.0,1674326843
6040,0,1.0,1674326843
6040,0,1.0,1674326850
6040,0,1.0,1674327158
6040,0,1.0,1674327159
6040,0,1.0,1674327159
6040,0,1.0,1674327160
6040,0,1.0,1674327161
6040,0,1.0,1674421858
6040,0,1.0,1674422117
6040,0,1.0,1674422118
6040,0,1.0,1674422118
6040,0,1.0,1674422119
6040,0,1.0,1674422256
6040,0,1.0,1674423012
6040,0,1.0,1674423013
6040,0,1.0,1674423014
6040,0,1.0,1674423015
6040,0,1.0,1674423284
6040,0,1.0,1674423285
6040,0,1.0,1674423286
6040,0,1.0,1674423287
6040,0,1.0,1674423288
6040,0,1.0,1674423353
6040,0,1.0,1674423354
6040,0,1.0,1674423355
6040,0,1.0,1674423355
6040,0,1.0,1674423356
6040,0,1.0,1674423360
6040,0,1.0,1674423362
6040,0,1.0,1674423363
6040,0,1.0,1674423364
6040,0,1.0,1674423365
6040,0,1.0,1674423580
6040,0,1.0,1674423580
6040,0,1.0,1674423581
6040,0,1.0,1674423581
6040,0,1.0,1674423582
6040,0,1.0,1674423586
6040,0,1.0,1674423587
6040,0,1.0,1674423640
6040,0,1.0,1674423640
6040,0,1.0,1674423641
6040,0,1.0,1674423641
6040,0,1.0,1674423642
6040,0,1.0,1674423649
5,0,1.0,1674423783
6040,0,1.0,1674423862
6040,0,1.0,1674423863
6040,0,1.0,1674423864
6040,0,1.0,1674423865
6040,0,1.0,1674423872
6040,0,1.0,1674423888
4,0,1.0,1674473613
6040,0,1.0,1674474635
6040,0,1.0,1674474654
6040,0,1.0,1674474664
6040,0,1.0,1674474666
6040,0,1.0,1674474668
6040,0,1.0,1674479484
6040,0,1.0,1674479486
6040,0,1.0,1674479486
6040,0,1.0,1674479487
6040,0,1.0,1674479487
6040,0,1.0,1674480075
6040,0,1.0,1674480078
6040,0,1.0,1674480079
6040,0,1.0,1674480080
6040,0,1.0,1674480080
6040,0,1.0,1674480493
6040,0,1.0,1674480494
6040,0,1.0,1674480496
6040,0,1.0,1674480497
6040,0,1.0,1674480497
6041,0,1.0,1674561143
6041,0,1.0,1674561148
6041,0,1.0,1674561148
6041,0,1.0,1674561148
6041,0,1.0,1674561149
6040,0,1.0,1674600805
6040,0,1.0,1674659553
6040,0,1.0,1674659560
6040,0,1.0,1674659561
6040,0,1.0,1674659561
6040,0,1.0,1674659561
6040,0,1.0,1674659890
6040,0,1.0,1674659895
6040,0,1.0,1674659895
6040,0,1.0,1674659896
6040,0,1.0,1674659896
6040,0,1.0,1674659971
6040,0,1.0,1674659972
6040,0,1.0,1674659974
6040,0,1.0,1674659975
6040,0,1.0,1674659979
6040,0,1.0,1674660122
6040,0,1.0,1674660127
6040,0,1.0,1674660127
6040,0,1.0,1674660128
6040,0,1.0,1674660128
6040,0,1.0,1674910863
6040,0,1.0,1674910865
6040,0,1.0,1674910866
6040,0,1.0,1674910866
6040,0,1.0,1674910867
6040,0,1.0,1674921904
6040,0,1.0,1674921906
6040,0,1.0,1674921907
6040,0,1.0,1674921908
6040,0,1.0,1674921910
4,0,1.0,1674923247
